Date,PageName,"Post_ID",type,"Number_of_comments","Number_of_shares","Likes.total_likes","Likes.Angry"
"Jan 26, 2020 @ 12:52:05.000","Tamar Zandberg",1818534884943337,post,351,58,679,8
"Jan 26, 2020 @ 12:34:20.000","Miri Regev",2733431690086962,post,113,11,857,0
"Jan 26, 2020 @ 12:12:50.000","Benjamin Netanyahu",10157015003942076,post,"2,000",304,"20,432",5
"Jan 26, 2020 @ 12:05:17.000","Itamar Ben-Gvir",1171346859734319,post,58,35,513,1
"Jan 26, 2020 @ 11:23:40.000","Benny Gantz",474179956592735,post,"7,300","2,000","40,852",47
"Jan 26, 2020 @ 11:19:31.000","Ayelet Shaked",2622074297910980,post,241,86,"1,138",3
"Jan 26, 2020 @ 10:49:43.000","Rafi Peretz",600401984077926,post,42,0,104,1
"Jan 26, 2020 @ 10:26:52.000","Gabi Ashkenazi",489388598650710,post,91,39,"1,348",0
"Jan 26, 2020 @ 10:15:50.000","Benjamin Netanyahu",10157014638952076,post,213,79,"4,594",0
"Jan 26, 2020 @ 10:13:51.000","Itamar Ben-Gvir",1171283479740657,post,121,135,913,1
"Jan 26, 2020 @ 10:10:58.000","Benjamin Netanyahu",10157014689677076,post,663,465,"5,977",5
"Jan 26, 2020 @ 10:10:26.000","Bezazel Smotrich",1530787420408963,post,294,7,295,3
"Jan 26, 2020 @ 10:05:53.000","Yair Lapid",2880423318682667,post,162,144,"1,308",5
"Jan 26, 2020 @ 10:03:23.000","Nitzan Horowitz",10158150175411340,post,45,5,504,0
"Jan 26, 2020 @ 09:55:16.000","Avigdor Liberman",509541549965246,"live post",299,58,0,0
"Jan 26, 2020 @ 09:31:05.000","Benjamin Netanyahu",10157014630762076,post,769,505,"14,891",10
"Jan 26, 2020 @ 09:26:49.000","Miri Regev",2733174370112694,post,387,152,"2,390",3
"Jan 26, 2020 @ 07:00:20.000","Itamar Ben-Gvir",1171196493082689,post,106,46,529,10
"Jan 26, 2020 @ 05:19:47.000","Naftali Bennett",2838857982802518,post,"1,200","1,800","10,646",4
"Jan 26, 2020 @ 05:00:40.000","Moshe Bogie Ya'alon",3044415355591622,post,"1,900",814,"5,971",88
"Jan 25, 2020 @ 19:57:50.000","Itamar Ben-Gvir",1170867763115562,post,49,74,515,0
"Jan 25, 2020 @ 19:57:07.000","Merav Michaeli",2937513896272297,post,233,25,334,0
"Jan 25, 2020 @ 19:38:25.000","Benny Gantz",473807093296688,post,424,331,"7,115",3
"Jan 25, 2020 @ 19:36:04.000","Merav Michaeli",2937479109609109,"page-update post",3,0,9,1
"Jan 25, 2020 @ 19:05:44.000","Yair Lapid",2879210002137332,post,397,367,"3,039",11
"Jan 25, 2020 @ 18:30:09.000","Itamar Ben-Gvir",1098818643831033,"live post","1,400",275,0,0
"Jan 25, 2020 @ 18:26:33.000","Ehud Barak",2991552944210295,post,752,690,"5,600",3
"Jan 25, 2020 @ 18:26:16.000","Benny Gantz",473767583300639,post,"5,300","1,200","16,772",65
"Jan 25, 2020 @ 18:23:55.000","Miri Regev",2732005083562956,post,193,189,"3,618",1
"Jan 25, 2020 @ 18:03:42.000","Moshe Bogie Ya'alon",3043328132367011,post,"3,400",923,"7,476",83
"Jan 25, 2020 @ 17:55:24.000","Orly Levy-Abkasis",3319105484771412,post,"1,400",256,"3,151",46
"Jan 25, 2020 @ 17:49:52.000","Orly Levy-Abkasis",3319093778105916,"page-update post",0,0,9,0
"Jan 25, 2020 @ 17:43:00.000","Benny Gantz",531117477758958,"live post","2,300",501,0,0
"Jan 25, 2020 @ 17:38:42.000","Benjamin Netanyahu",10157012386212076,post,"1,600","1,100","12,957",10
"Jan 25, 2020 @ 17:34:01.000","Itamar Ben-Gvir",1170782129790792,post,37,24,298,0
"Jan 25, 2020 @ 17:08:36.000","Miri Regev",2731881190242012,post,232,170,"4,016",9
"Jan 25, 2020 @ 17:00:09.000","Nitzan Horowitz",10158147722666340,post,210,40,715,10
"Jan 25, 2020 @ 16:59:10.000","Amir Peretz",2810663538996959,"page-update post",11,3,29,0
"Jan 25, 2020 @ 16:55:52.000","Ayelet Shaked",2620620448056365,post,603,581,"5,492",131
"Jan 25, 2020 @ 16:55:29.000","Nitzan Horowitz",10158147782341340,"page-update post",0,0,0,0
"Jan 25, 2020 @ 16:28:44.000","Benjamin Netanyahu",10157012135197076,post,257,263,"10,264",1
"Jan 25, 2020 @ 16:24:11.000","Itamar Ben-Gvir",1170738033128535,post,73,97,524,2
"Jan 25, 2020 @ 11:36:09.000","Avigdor Liberman",3032514533428141,post,"1,800",223,"2,230",80
"Jan 25, 2020 @ 10:06:01.000","Yair Lapid",2878398248885174,post,53,41,426,1
"Jan 25, 2020 @ 09:10:17.000","Avigdor Liberman",580739475811080,"live post","1,200",170,0,0
"Jan 25, 2020 @ 08:35:54.000","Avigdor Liberman",3032257586787169,post,6,2,59,0
"Jan 24, 2020 @ 14:21:05.000","Tamar Zandberg",1816539305142895,post,226,26,636,2
"Jan 24, 2020 @ 14:10:08.000","Benjamin Netanyahu",10157009040782076,post,"1,400","1,300","16,602",35
"Jan 24, 2020 @ 14:09:42.000","Orly Levy-Abkasis",3316458461702781,post,"2,000",152,"9,780",3
"Jan 24, 2020 @ 13:56:53.000","Benjamin Netanyahu",10157009063822076,post,479,257,"7,623",10
"Jan 24, 2020 @ 13:30:34.000","Benjamin Netanyahu",10157009010562076,post,419,591,"6,395",2
"Jan 24, 2020 @ 13:00:36.000","Moshe kahalon",2570114686566047,post,140,15,380,2
"Jan 24, 2020 @ 12:33:31.000","Itamar Ben-Gvir",1169827873219551,post,194,58,"2,567",0
"Jan 24, 2020 @ 12:27:30.000","Benjamin Netanyahu",10157008878167076,post,439,385,"8,858",8
"Jan 24, 2020 @ 12:13:42.000","Moshe Feiglin",2756739654405132,post,171,28,778,2
"Jan 24, 2020 @ 11:53:18.000","Benjamin Netanyahu",10157008825262076,post,327,283,"7,499",3
"Jan 24, 2020 @ 11:33:12.000","Miri Regev",477780889577534,post,523,179,"2,708",4
"Jan 24, 2020 @ 11:15:36.000","Avigdor Liberman",3030225326990395,post,"1,200",340,"2,253",38
"Jan 24, 2020 @ 11:05:12.000","Benjamin Netanyahu",10157008750002076,post,647,"1,100","9,384",5
"Jan 24, 2020 @ 10:19:12.000","Benjamin Netanyahu",10157008675167076,post,233,196,"5,165",4
"Jan 24, 2020 @ 09:58:53.000","Itamar Ben-Gvir",1169746199894385,post,14,11,251,0
"Jan 24, 2020 @ 09:40:44.000","Itamar Ben-Gvir",1169737723228566,post,112,84,711,1
"Jan 24, 2020 @ 08:16:25.000","Gabi Ashkenazi",487943225461914,post,416,469,"3,239",13
"Jan 24, 2020 @ 06:22:55.000","Itamar Ben-Gvir",1169649673237371,post,113,92,588,0
"Jan 23, 2020 @ 20:47:40.000","Naftali Bennett",2834606303227686,post,308,89,"2,673",1
"Jan 23, 2020 @ 20:19:19.000","Benjamin Netanyahu",10157007124372076,post,"2,100","1,300","24,748",19
"Jan 23, 2020 @ 19:45:17.000","Moshe Bogie Ya'alon",3038981019468389,post,796,151,"1,411",4
"Jan 23, 2020 @ 18:46:05.000","Nitzan Horowitz",10158141833831340,post,82,35,280,1
"Jan 23, 2020 @ 18:42:42.000","Stav Shaffir",2595736827312887,post,349,91,"3,511",1
"Jan 23, 2020 @ 18:36:42.000","Moshe Bogie Ya'alon",3039007896132368,post,123,12,255,1
"Jan 23, 2020 @ 18:34:34.000","Itzik Shmuli",2628739100513993,post,69,20,182,0
"Jan 23, 2020 @ 18:04:59.000","Miri Regev",2727914337305364,post,79,31,635,1
"Jan 23, 2020 @ 18:01:18.000","Moshe Bogie Ya'alon",3038949206138237,post,177,35,371,3
"Jan 23, 2020 @ 17:46:40.000","Benjamin Netanyahu",10157006725687076,post,531,452,"12,954",4
"Jan 23, 2020 @ 17:24:42.000","Benjamin Netanyahu",10157006660877076,post,"1,200","5,600","17,289",5
"Jan 23, 2020 @ 17:13:29.000","Miri Regev",2727831797313618,post,37,24,707,0
"Jan 23, 2020 @ 16:36:43.000","Itamar Ben-Gvir",1169191773283161,post,43,22,459,0
"Jan 23, 2020 @ 16:27:44.000","Itamar Ben-Gvir",1169185239950481,post,103,80,546,5
"Jan 23, 2020 @ 15:44:45.000","Nitzan Horowitz",10158141383311340,post,912,122,"2,508",11
"Jan 23, 2020 @ 15:22:39.000","Benny Gantz",472426290101435,post,283,108,"1,274",1
"Jan 23, 2020 @ 15:12:40.000","Benjamin Netanyahu",10157006157497076,post,427,493,"8,552",10
"Jan 23, 2020 @ 15:01:30.000","Moshe Feiglin",630782871044894,"live post",137,11,0,0
"Jan 23, 2020 @ 14:59:31.000","Miri Regev",2727607180669413,post,523,528,"4,002",0
"Jan 23, 2020 @ 12:44:04.000","Benny Gantz",472338500110214,post,"1,100",343,"5,136",0
"Jan 23, 2020 @ 11:33:07.000","Ehud Barak",2986605361371720,post,233,79,873,4
"Jan 23, 2020 @ 11:16:38.000","Benjamin Netanyahu",10157005752492076,post,"1,200",684,"9,911",16
"Jan 23, 2020 @ 10:43:57.000","Moshe Feiglin",2754604844618613,post,73,31,361,1
"Jan 23, 2020 @ 10:43:03.000","Ayelet Shaked",2616030431848700,post,412,30,788,4
"Jan 23, 2020 @ 10:22:43.000","Miri Regev",2727173220712809,post,335,42,"1,110",0
"Jan 23, 2020 @ 10:11:51.000","Merav Michaeli",2931988790158141,post,12,2,82,0
"Jan 23, 2020 @ 09:57:48.000","Benny Gantz",472263650117699,post,391,140,"2,633",3
"Jan 23, 2020 @ 09:49:45.000","Yair Lapid",2874330792625253,post,406,130,"1,842",7
"Jan 23, 2020 @ 09:14:52.000","Avigdor Liberman",3027909070555354,post,427,134,"2,458",12
"Jan 23, 2020 @ 08:54:46.000","Benjamin Netanyahu",10157005571397076,post,"1,400","1,100","19,708",22
"Jan 23, 2020 @ 08:16:12.000","Itamar Ben-Gvir",1168892466646425,post,268,58,"1,037",2
"Jan 23, 2020 @ 07:43:49.000","Itzik Shmuli",2627746123946624,post,180,189,"1,121",120
"Jan 23, 2020 @ 07:09:46.000","Naftali Bennett",2833311670023816,post,588,381,"6,445",11
"Jan 22, 2020 @ 20:30:18.000","Benny Gantz",471942090149855,post,336,175,"2,760",2
"Jan 22, 2020 @ 20:02:50.000","Itamar Ben-Gvir",1168551820013823,post,96,35,"1,597",0
"Jan 22, 2020 @ 19:40:47.000","Itamar Ben-Gvir",1168537493348589,post,83,102,"1,064",0
"Jan 22, 2020 @ 19:29:54.000","Benjamin Netanyahu",10157004170942076,post,"1,500",961,"14,747",7
"Jan 22, 2020 @ 19:22:24.000","Moshe Bogie Ya'alon",3036847523015072,post,593,267,"1,245",18
"Jan 22, 2020 @ 19:20:46.000","Orly Levy-Abkasis",3312345092114118,post,143,58,487,0
"Jan 22, 2020 @ 19:16:33.000","Moshe Bogie Ya'alon",3036838503015974,post,77,103,316,2
"Jan 22, 2020 @ 19:16:27.000","Yair Lapid",2873192679405731,post,347,330,"2,854",6
"Jan 22, 2020 @ 19:14:16.000","Aryeh Deri",2602112126508909,post,74,32,523,1
"Jan 22, 2020 @ 18:00:17.000","Itamar Ben-Gvir",1168469506688721,post,534,431,"3,368",2
"Jan 22, 2020 @ 17:48:13.000","Benny Gantz",471853516825379,post,"2,700","1,600","23,671",7
"Jan 22, 2020 @ 17:09:18.000","Rafi Peretz",597893680995423,post,71,2,113,5
"Jan 22, 2020 @ 16:58:26.000","Itamar Ben-Gvir",1168430453359293,post,238,97,"1,249",2
"Jan 22, 2020 @ 15:47:01.000","Benjamin Netanyahu",10157003637282076,post,"2,600","1,600","8,992",64
"Jan 22, 2020 @ 15:29:06.000","Benny Gantz",471776636833067,post,685,326,"3,827",0
"Jan 22, 2020 @ 14:58:50.000","Nitzan Horowitz",10158138331061340,post,"1,100",130,"2,658",66
"Jan 22, 2020 @ 14:56:38.000","Itamar Ben-Gvir",1168349883367350,post,67,30,323,1
"Jan 22, 2020 @ 14:22:14.000","Naftali Bennett",2831901863498130,post,356,59,"3,861",4
"Jan 22, 2020 @ 13:31:25.000","Miri Regev",2725418590888272,post,595,154,"3,260",4
"Jan 22, 2020 @ 12:56:34.000","Benny Gantz",471687786841952,post,646,329,"5,330",5
"Jan 22, 2020 @ 12:18:06.000","Amir Peretz",2804230652973581,post,"2,300",378,"6,278",58
"Jan 22, 2020 @ 12:14:09.000","Yair Lapid",2872485009476498,post,297,268,"4,341",1
"Jan 22, 2020 @ 11:53:37.000","Rafi Peretz",597710437680414,post,91,17,297,2
"Jan 22, 2020 @ 11:08:14.000","Benjamin Netanyahu",10157003173587076,post,913,904,"9,230",21
"Jan 22, 2020 @ 10:44:47.000","Ayelet Shaked",2614048815380195,post,366,190,"2,627",14
"Jan 22, 2020 @ 10:26:15.000","Bezazel Smotrich",1527230277431344,post,136,31,512,4
"Jan 22, 2020 @ 10:14:58.000","Moshe Bogie Ya'alon",3035954133104411,post,269,82,744,5
"Jan 22, 2020 @ 09:20:30.000","Miri Regev",154298025995070,"live post",109,65,0,0
"Jan 22, 2020 @ 08:37:57.000","Benjamin Netanyahu",10157002968257076,post,"2,300","2,200","9,820",32
"Jan 22, 2020 @ 08:29:34.000","Aryeh Deri",2601159469937508,post,180,41,"1,057",0
"Jan 22, 2020 @ 08:03:56.000","Avigdor Liberman",3025634097449518,post,"2,400",638,"3,498",81
"Jan 22, 2020 @ 07:28:52.000","Miri Regev",2724918130938318,post,994,455,"2,573",30
"Jan 22, 2020 @ 06:07:21.000","Yair Lapid",2872032686188397,post,166,171,"1,570",0
"Jan 22, 2020 @ 04:30:13.000","Moshe Feiglin",2752130761532688,post,141,88,733,0
"Jan 21, 2020 @ 21:09:06.000","Miri Regev",2724147824348682,post,125,58,635,1
"Jan 21, 2020 @ 20:42:23.000","Benjamin Netanyahu",10157001739092076,post,"1,900",950,"13,076",11
"Jan 21, 2020 @ 20:33:48.000","Itamar Ben-Gvir",1167788313423507,post,143,38,559,1
"Jan 21, 2020 @ 19:26:42.000","Amir Peretz",2802957193100927,post,"2,300",233,"4,292",65
"Jan 21, 2020 @ 19:19:26.000","Benjamin Netanyahu",10157001552337076,post,"1,200","1,200","28,390",6
"Jan 21, 2020 @ 18:15:11.000","Ayelet Shaked",2612842012167542,post,182,51,730,3
"Jan 21, 2020 @ 18:14:57.000","Naftali Bennett",2830319216989728,post,295,46,843,5
"Jan 21, 2020 @ 18:05:37.000","Avigdor Liberman",1635471076604568,"live post",813,33,0,0
"Jan 21, 2020 @ 17:54:27.000","Benjamin Netanyahu",601841410382148,"live post","4,300","1,900",0,0
"Jan 21, 2020 @ 17:42:56.000","Avigdor Liberman",3024421934237401,post,25,2,56,0
"Jan 21, 2020 @ 17:36:18.000","Itzik Shmuli",2624600644261172,post,54,10,167,0
"Jan 21, 2020 @ 17:20:23.000","Tamar Zandberg",1813693198760839,post,417,17,409,10
"Jan 21, 2020 @ 16:58:37.000","Benny Gantz",471238123553585,post,"1,200",441,"4,344",28
"Jan 21, 2020 @ 16:45:41.000","Ehud Barak",2982885481743708,post,446,283,"1,164",21
"Jan 21, 2020 @ 16:24:32.000","Benjamin Netanyahu",10157000944787076,post,731,504,"5,656",6
"Jan 21, 2020 @ 16:23:38.000","Yair Lapid",2870929712965361,post,178,290,"2,113",3
"Jan 21, 2020 @ 16:23:26.000","Nitzan Horowitz",10158135588991340,post,"1,300",264,"2,090",63
"Jan 21, 2020 @ 15:52:05.000","Moshe Bogie Ya'alon",3034474013252423,post,919,206,"1,241",14
"Jan 21, 2020 @ 15:35:43.000","Itzik Shmuli",2624400520947851,post,58,53,335,6
"Jan 21, 2020 @ 15:34:04.000","Avigdor Liberman",3024158924263702,"pinned post","1,300",246,"2,191",42
"Jan 21, 2020 @ 14:50:50.000","Itamar Ben-Gvir",2503104459901304,post,2,6,48,0
"Jan 21, 2020 @ 14:19:38.000","Naftali Bennett",2829919013696415,post,534,72,"1,870",3
"Jan 21, 2020 @ 14:08:22.000","Rafi Peretz",597157111069080,post,100,4,146,2
"Jan 21, 2020 @ 13:31:33.000","Miri Regev",2723453297751468,post,493,471,"1,127",19
"Jan 21, 2020 @ 12:30:31.000","Benny Gantz",471093716901359,post,702,189,"2,063",9
"Jan 21, 2020 @ 12:21:20.000","Benjamin Netanyahu",10157000454402076,post,359,436,"4,134",7
"Jan 21, 2020 @ 11:41:23.000","Benjamin Netanyahu",10157000393017076,post,687,429,"4,109",28
"Jan 21, 2020 @ 11:22:36.000","Benny Gantz",471061873571210,post,"1,000",848,"5,425",13
"Jan 21, 2020 @ 09:39:47.000","Yair Lapid",2870312516360414,post,216,310,"1,915",10
"Jan 21, 2020 @ 08:16:50.000","Itamar Ben-Gvir",1167386086797063,post,112,57,436,0
"Jan 21, 2020 @ 08:07:22.000","Benjamin Netanyahu",10157000117392076,post,677,896,"6,970",6
"Jan 21, 2020 @ 06:52:46.000","Itzik Shmuli",2623650557689514,post,326,506,"1,731",76
"Jan 21, 2020 @ 06:49:45.000","Aryeh Deri",2599116753475113,post,310,243,"2,564",5
"Jan 21, 2020 @ 06:42:29.000","Ayelet Shaked",507623376555986,"live post",305,37,0,0
"Jan 20, 2020 @ 21:08:45.000","Benjamin Netanyahu",10156998888377076,post,"2,600","2,600","18,865",54
"Jan 20, 2020 @ 20:08:39.000","Ayelet Shaked",2611098775675199,post,126,25,376,2
"Jan 20, 2020 @ 19:34:56.000","Bezazel Smotrich",1525916117562760,post,298,79,844,4
"Jan 20, 2020 @ 19:34:45.000","Itzik Shmuli",2622784937776076,post,112,53,690,0
"Jan 20, 2020 @ 19:20:08.000","Bezazel Smotrich",1525907827563589,post,201,75,464,4
"Jan 20, 2020 @ 19:18:55.000","Yair Lapid",2869249596466706,post,416,110,"1,670",138
"Jan 20, 2020 @ 18:40:31.000","Benjamin Netanyahu",10156998494707076,post,751,292,"5,334",9
"Jan 20, 2020 @ 18:15:29.000","Orly Levy-Abkasis",3307802345901726,post,289,77,625,4
"Jan 20, 2020 @ 17:59:52.000","Itamar Ben-Gvir",457030071660668,"live post",840,388,0,0
"Jan 20, 2020 @ 16:52:02.000","Nitzan Horowitz",10158132615861340,post,645,144,"1,579",67
"Jan 20, 2020 @ 15:32:37.000","Ayelet Shaked",2610704455714631,post,420,613,"1,489",44
"Jan 20, 2020 @ 15:10:07.000","Miri Regev",2721671277929670,post,84,55,609,2
"Jan 20, 2020 @ 13:38:28.000","Moshe Feiglin",2748970755182022,post,156,29,464,0
"Jan 20, 2020 @ 12:56:58.000","Yair Lapid",2868631299861869,post,"3,300","1,900","18,456",80
"Jan 20, 2020 @ 12:34:24.000","Avigdor Liberman",3021736191172642,post,875,119,"1,094",177
"Jan 20, 2020 @ 12:33:31.000","Benny Gantz",470554896955241,post,511,250,"2,979",3
"Jan 20, 2020 @ 12:21:52.000","Stav Shaffir",2592904944262742,post,89,32,416,1
"Jan 20, 2020 @ 11:20:56.000","Itamar Ben-Gvir",1166743113528027,post,40,67,500,49
"Jan 20, 2020 @ 08:54:31.000","Benjamin Netanyahu",10156997314087076,post,"1,500",753,"19,500",45
"Jan 20, 2020 @ 08:37:19.000","Merav Michaeli",2925315147492172,post,166,25,"3,116",1
"Jan 20, 2020 @ 07:31:46.000","Moshe Bogie Ya'alon",3031666190199872,"page-update post",3,1,23,0
"Jan 20, 2020 @ 07:07:32.000","Ayelet Shaked",2610029825782094,post,140,20,865,4
"Jan 20, 2020 @ 06:37:59.000","Itamar Ben-Gvir",1166608803541458,post,281,270,"1,485",11
"Jan 20, 2020 @ 06:30:52.000","Naftali Bennett",2827257580629225,post,337,154,"2,659",2
"Jan 20, 2020 @ 06:08:20.000","Naftali Bennett",2827233837298266,post,208,10,985,1
"Jan 19, 2020 @ 20:02:30.000","Rafi Peretz",596045237846934,post,86,0,130,3
"Jan 19, 2020 @ 20:01:22.000","Benny Gantz",470193773658020,post,287,226,"3,105",4
"Jan 19, 2020 @ 19:27:40.000","Yair Lapid",2867305389994460,post,199,99,"1,631",7
"Jan 19, 2020 @ 19:21:45.000","Nitzan Horowitz",10158130081796340,post,"1,100",385,"5,948",104
"Jan 19, 2020 @ 19:14:29.000","Benny Gantz",470172013660196,post,781,509,"2,762",397
"Jan 19, 2020 @ 19:05:21.000","Bezazel Smotrich",471756936822791,post,16,0,8,0
"Jan 19, 2020 @ 17:57:35.000","Benny Gantz",470137750330289,post,406,154,"2,461",4
"Jan 19, 2020 @ 16:48:23.000","Ayelet Shaked",2608955269222883,post,417,60,811,6
"Jan 19, 2020 @ 15:36:42.000","Moshe Bogie Ya'alon",3030262263673598,post,89,39,467,1
"Jan 19, 2020 @ 15:14:53.000","Amir Peretz",2798699746860005,post,"2,500",359,"3,297",67
"Jan 19, 2020 @ 15:13:28.000","Avigdor Liberman",3019833354696259,post,"1,300",464,"1,423",32
"Jan 19, 2020 @ 14:45:19.000","Itamar Ben-Gvir",1166129276922744,post,112,220,501,4
"Jan 19, 2020 @ 14:33:04.000","Merav Michaeli",2923772847646402,post,185,296,"1,630",197
"Jan 19, 2020 @ 14:18:10.000","Benjamin Netanyahu",10156994812472076,post,"1,200","2,300","12,255",16
"Jan 19, 2020 @ 14:04:39.000","Moshe Bogie Ya'alon",3030083867024771,post,272,132,702,15
"Jan 19, 2020 @ 13:39:59.000","Gabi Ashkenazi",484703699119200,post,89,83,916,0
"Jan 19, 2020 @ 13:09:45.000","Benjamin Netanyahu",10156994666072076,post,511,420,"5,069",2
"Jan 19, 2020 @ 12:37:15.000","Benjamin Netanyahu",10156994598812076,post,850,152,"4,718",9
"Jan 19, 2020 @ 12:18:10.000","Avigdor Liberman",3019555871390674,post,951,318,"1,048",252
"Jan 19, 2020 @ 11:53:00.000","Benjamin Netanyahu",10156994527137076,post,"1,500","1,300","7,369",943
"Jan 19, 2020 @ 11:51:16.000","Itamar Ben-Gvir",1166012833601055,post,179,25,585,10
"Jan 19, 2020 @ 10:50:14.000","Aryeh Deri",2595558210497634,post,66,11,397,0
"Jan 19, 2020 @ 10:36:54.000","Ayelet Shaked",516302649012624,post,26,3,40,0
"Jan 19, 2020 @ 10:19:34.000","Miri Regev",2719250514838413,post,726,184,"2,658",9
"Jan 19, 2020 @ 09:32:35.000","Miri Regev",2719187578178040,post,978,422,"6,091",10
"Jan 19, 2020 @ 08:04:32.000","Miri Regev",2719074934855971,post,945,314,"2,652",78
"Jan 19, 2020 @ 07:24:13.000","Benjamin Netanyahu",10156994085017076,post,857,317,"8,806",23
"Jan 19, 2020 @ 07:08:30.000","Itamar Ben-Gvir",1165879653614373,post,218,168,930,6
"Jan 19, 2020 @ 06:34:58.000","Yair Lapid",2866092823449050,post,153,314,"1,822",6
"Jan 18, 2020 @ 21:50:16.000","Benjamin Netanyahu",10156992763087076,post,538,549,"6,662",5
"Jan 18, 2020 @ 21:28:09.000","Miri Regev",2718280151602116,post,"1,300",461,"10,423",6
"Jan 18, 2020 @ 20:59:55.000","Benjamin Netanyahu",10156992604767076,post,"1,300",500,"4,850",358
"Jan 18, 2020 @ 20:50:11.000","Naftali Bennett",2824408274247489,post,641,197,"4,696",2
"Jan 18, 2020 @ 20:20:08.000","Aryeh Deri",2594476923939096,post,296,119,"1,813",71
"Jan 18, 2020 @ 18:58:33.000","Moshe Bogie Ya'alon",3028408777192280,post,828,234,"3,305",28
"Jan 18, 2020 @ 18:43:49.000","Miri Regev",2718044721625659,post,"3,500",778,"6,113",942
"Jan 18, 2020 @ 18:39:00.000","Yair Lapid",2865128166878849,post,234,201,"3,547",4
"Jan 18, 2020 @ 18:30:16.000","Benny Gantz",469522787058452,"pinned post","5,100","1,900","20,770",141
"Jan 18, 2020 @ 17:38:46.000","Itamar Ben-Gvir",1165484190320586,post,99,118,932,20
"Jan 18, 2020 @ 17:06:40.000","Naftali Bennett",2824024157619234,post,"1,100",279,"6,895",5
"Jan 18, 2020 @ 16:35:56.000","Itzik Shmuli",2618590178195552,post,194,337,"1,740",250
"Jan 18, 2020 @ 16:34:51.000","Ayelet Shaked",2606964462755297,post,660,19,"1,287",31
"Jan 18, 2020 @ 16:11:02.000","Itamar Ben-Gvir",1165419696993702,post,450,127,"1,091",34
"Jan 18, 2020 @ 16:10:50.000","Benjamin Netanyahu",10156991830847076,post,953,477,"7,411",10
"Jan 18, 2020 @ 12:44:47.000","Nitzan Horowitz",10158125977566340,post,266,193,"2,689",6
"Jan 17, 2020 @ 19:13:24.000","Ehud Barak",2974690759229847,post,329,252,"1,902",65
"Jan 17, 2020 @ 13:58:43.000","Benjamin Netanyahu",10156988550397076,post,"1,200","1,000","7,897",37
"Jan 17, 2020 @ 13:37:58.000","Naftali Bennett",2821563804531936,post,"1,800",70,"2,928",219
"Jan 17, 2020 @ 13:32:16.000","Itamar Ben-Gvir",1164547423747596,post,282,128,"1,139",1
"Jan 17, 2020 @ 13:08:05.000","Nitzan Horowitz",10158122973491340,post,310,189,"1,256",30
"Jan 17, 2020 @ 12:54:04.000","Miri Regev",2278471195784065,post,908,199,"3,685",8
"Jan 17, 2020 @ 12:52:21.000","Moshe Bogie Ya'alon",3025682050798286,post,92,14,392,2
"Jan 17, 2020 @ 12:41:49.000","Orly Levy-Abkasis",3300670846614876,post,105,48,216,3
"Jan 17, 2020 @ 12:06:35.000","Ayelet Shaked",2604558996329177,"page-update post",841,37,"3,013",44
"Jan 17, 2020 @ 11:55:51.000","Benny Gantz",468747167136014,post,"1,200",655,"4,847",13
"Jan 17, 2020 @ 10:02:08.000","Bezazel Smotrich",1522872321200473,"page-update post",868,18,"1,342",114
"Jan 17, 2020 @ 09:49:36.000","Yair Lapid",2862156530509346,post,"1,200","1,900","12,673",49
"Jan 17, 2020 @ 09:29:26.000","Itzik Shmuli",2615848881803015,post,107,55,886,0
"Jan 17, 2020 @ 08:30:26.000","Tamar Zandberg",1809586435838182,"page-update post",5,0,15,1
"Jan 17, 2020 @ 08:27:50.000","Nitzan Horowitz",10158122552486340,post,342,78,"1,124",12
"Jan 17, 2020 @ 07:47:04.000","Moshe Bogie Ya'alon",3025232640843227,post,680,188,"1,251",12
"Jan 17, 2020 @ 07:26:01.000","Tamar Zandberg",1809554312508061,post,374,23,960,7
"Jan 17, 2020 @ 07:12:59.000","Avigdor Liberman",3014729531873308,post,"2,600",463,"3,129",184
"Jan 17, 2020 @ 06:06:19.000","Moshe Feiglin",2742479522497812,post,388,58,876,2
"Jan 16, 2020 @ 21:06:05.000","Benny Gantz",468415167169214,post,823,165,"6,746",25
"Jan 16, 2020 @ 19:45:47.000","Amir Peretz",2793073297422650,post,"1,500",158,"9,128",50
"Jan 16, 2020 @ 18:05:29.000","Benjamin Netanyahu",10156986410442076,post,884,404,"11,674",5
"Jan 16, 2020 @ 17:40:49.000","Ayelet Shaked",2603007923150951,post,571,35,919,77
"Jan 16, 2020 @ 16:59:57.000","Rafi Peretz",593913631393428,post,697,24,507,117
"Jan 16, 2020 @ 16:16:21.000","Yair Lapid",2860669747324691,post,233,213,"1,941",288
"Jan 16, 2020 @ 16:02:09.000","Miri Regev",2713682288728569,post,479,76,964,6
"Jan 16, 2020 @ 15:55:27.000","Benny Gantz",468227933854604,post,594,452,"9,423",1
"Jan 16, 2020 @ 15:48:29.000","Itzik Shmuli",2614349655286271,post,38,26,277,1
"Jan 16, 2020 @ 15:39:12.000","Bezazel Smotrich",1522137167940655,post,"2,500",172,"2,703",345
"Jan 16, 2020 @ 15:37:46.000","Itamar Ben-Gvir",846044052498115,post,104,44,158,0
"Jan 16, 2020 @ 15:13:03.000","Moshe Feiglin",564302517487241,"live post",155,20,0,0
"Jan 16, 2020 @ 15:03:05.000","Avigdor Liberman",3013027532043508,post,"2,500",748,"5,850",878
"Jan 16, 2020 @ 14:55:06.000","Moshe Feiglin",2741154269297004,post,36,4,166,0
